'OEASC_PEUPLEMENT_PROTECTION_TYPE';'PPRT_CLO';'Clô.';'Clôture';'Clôture'
'OEASC_PEUPLEMENT_PROTECTION_TYPE';'PPRT_AUT';'Aut.';'Autre (préciser)';'Autre (préciser)'
'OEASC_PEUPLEMENT_PATURAGE_TYPE';'PPAT_OV';'Ovi.';'Ovin';'Ovin'
'OEASC_PEUPLEMENT_PATURAGE_TYPE';'PPAT_CA';'Cap.';'Caprin';'Caprin'
'OEASC_PEUPLEMENT_PATURAGE_TYPE';'PPAT_BO';'Bov.';'Bovin';'Bovin'
'OEASC_PEUPLEMENT_PATURAGE_TYPE';'PPAT_EQ';'Équ.';'Équin';'Équin'
'OEASC_PEUPLEMENT_PATURAGE_STATUT';'PPAS_CONV';'Conv.';'Conventionné (location ou autorisation par le propriétaire)';'Conventionné (location ou autorisation par le propriétaire)'
'OEASC_PEUPLEMENT_PATURAGE_STATUT';'PPAS_CHP';'Chep. prop.';'Par le cheptel du propriétaire';'Par le cheptel du propriétaire'
'OEASC_PEUPLEMENT_PATURAGE_STATUT';'PPAS_DNA';'Div.';'Divagation (pâturage non autorisé par le propriétaire)';'Divagation (pâturage non autorisé par le propriétaire)'
'OEASC_PEUPLEMENT_PATURAGE_STATUT';'PPAS_NSP';'Nsp.';'Ne sais pas';'Ne sais pas'
'OEASC_PEUPLEMENT_PATURAGE_FREQUENCE';'PPAF_CONT';'Cont.';'Continue (toute l''année)';'Continue (toute l''année)'
'OEASC_PEUPLEMENT_PATURAGE_FREQUENCE';'PPAF_PER';'Pér.';'Périodique (une partie de l''année)';'Périodique (une partie de l''année)'
'OEASC_PEUPLEMENT_PATURAGE_FREQUENCE';'PPAF_ACC';'Ponc.';'Ponctuelle / accidentelle';'Ponctuelle / accidentelle'
'OEASC_PEUPLEMENT_ACCES';'PA_AIS';'Ais.';'Aisée';'Une piste carrossable par des véhicules standards permet d’accéder à proximité du peuplement'
'OEASC_PEUPLEMENT_ACCES';'PA_4x4';'4x4';'Uniquement 4x4';'Desservi par une piste praticable uniquement par des véhicules tout-terrain'
'OEASC_PEUPLEMENT_ACCES';'PA_UP';'Pied.';'Uniquement à pied';'Uniquement à pied'
'OEASC_FORET_TYPE';'FT_PU_D';'Pub. doc.';'Publique et documentée';'Publique et documentée (données ONF)'
'OEASC_FORET_TYPE';'FT_PU_ND';'Pub. n.doc.';'Publique et non documentée';'Publique et non documentée (données cadastrales, cas rare)'
'OEASC_FORET_TYPE';'FT_PR_D';'Pri. doc.';'Privée et documentée';'Privée et documentée (données document de gesion)'
'OEASC_FORET_TYPE';'FT_PR_ND';'Priv n.doc.';'Privée et non documentée';'Privée et non documentée (données cadastrales)'
'OEASC_PROPRIETAIRE_DECLARANT';'P_D_O_NP';'Oui. n.p.';'Oui, en son nom propre';'Oui, en son nom propre'
'OEASC_PROPRIETAIRE_DECLARANT';'P_D_O_AGF';'Oui ass.';'Oui, en tant qu’associé d’un groupement foncier agricole ou forestier';'Oui, en tant qu’associé d’un groupement foncier agricole ou forestier'
'OEASC_PROPRIETAIRE_DECLARANT';'P_D_N';'Non';'Non';'Non'
'OEASC_PROPRIETAIRE_TYPE';'PT_E';'État';'État';'État'
'OEASC_PROPRIETAIRE_TYPE';'PT_CH';'Cent. Hos.';'Centre hospitalier';'Centre hospitalier'
'OEASC_PROPRIETAIRE_TYPE';'PT_PNC';'É.P. PNC';'Établissement Public du Parc national des Cévennes';'Établissement Public du Parc national des Cévennes'
'OEASC_PROPRIETAIRE_TYPE';'PT_CO';'Comm.';'Commune';'Commune'
'OEASC_PROPRIETAIRE_TYPE';'PT_GF';'Gr. for. ';'Groupement forestier';'Groupement forestier'
'OEASC_PROPRIETAIRE_TYPE';'PT_SCT';'Sec./Ham.';'Section / hameau';'Section / hameau'
'OEASC_PROPRIETAIRE_TYPE';'PT_PRI';'Pri.';'Privé';'Privé'
'OEASC_PEUPLEMENT_PATURAGE_SAISON';'SAI_HIV';'Hiv.';'Hiver';'Hiver'
'OEASC_PEUPLEMENT_PATURAGE_SAISON';'SAI_PRI';'Prin.';'Printemps';'Printemps'
'OEASC_PEUPLEMENT_PATURAGE_SAISON';'SAI_ETE';'Été';'Été';'Été'
'OEASC_PEUPLEMENT_PATURAGE_SAISON';'SAI_AUT';'Aut.';'Automne';'Automne'
