Lievre;Mont Aigoual;2019;02/05/2019;3;3;Meyrueis-Brèze et Béthuzon;11;34.3
Lievre;Mont Aigoual;2019;02/05/2019;3;4;Mont Aigoual;28;40.2
Lievre;Mont Aigoual;2019;03/05/2019;4;1;Vébron-Rousses-Bassurels;17;44
Lievre;Mont Aigoual;2019;03/05/2019;4;2;Gatuzières-Meyrueis;13;33.8
Lievre;Mont Aigoual;2019;03/05/2019;4;3;Meyrueis-Brèze et Béthuzon;7;34.3
Lievre;Mont Aigoual;2019;03/05/2019;4;4;Mont Aigoual;17;40.2
Lievre;Mont Lozère;2017;02/05/2017;1;1;ML nord;13;35.2
Lievre;Mont Lozère;2017;02/05/2017;1;2;ML ouest;20;37.2
Lievre;Mont Lozère;2017;02/05/2017;1;3;Laubies;6;28.5
Lievre;Mont Lozère;2017;02/05/2017;1;4;ML sud;17;32.4
Lievre;Mont Lozère;2017;03/05/2017;2;1;ML nord;8;35.2
Lievre;Mont Lozère;2017;03/05/2017;2;2;ML ouest;16;37.2
Lievre;Mont Lozère;2017;03/05/2017;2;3;Laubies;6;28.5
Lievre;Mont Lozère;2017;03/05/2017;2;4;ML sud;16;32.4
Lievre;Mont Lozère;2017;16/05/2017;3;1;ML nord;7;35.2
Lievre;Mont Lozère;2017;16/05/2017;3;2;ML ouest;12;37.2
Lievre;Mont Lozère;2017;16/05/2017;3;3;Laubies;5;28.5
Lievre;Mont Lozère;2017;16/05/2017;3;4;ML sud;15;32.4
Lievre;Mont Lozère;2017;17/05/2017;4;1;ML nord;11;35.2
Lievre;Mont Lozère;2017;17/05/2017;4;2;ML ouest;5;37.2
Lievre;Mont Lozère;2017;17/05/2017;4;3;Laubies;9;28.5
Lievre;Mont Lozère;2017;17/05/2017;4;4;ML sud;6;32.4
Lievre;Mont Lozère;2018;02/05/2018;1;1;ML nord;16;35.2
Lievre;Mont Lozère;2018;02/05/2018;1;2;ML ouest;8;37.2
Lievre;Mont Lozère;2018;02/05/2018;1;3;Laubies;14;28.5
Lievre;Mont Lozère;2018;02/05/2018;1;4;ML sud;18;32.4
Lievre;Mont Lozère;2018;03/05/2018;2;1;ML nord;17;35.2
