nom_espece,ug,date_realisation,serie,numero_circuit,nom_circuit,nb,km,valide
Lièvre,Méjean,2017-03-28,2,3,St Pierre des Trippiers,54,15,
Lièvre,Méjean,2017-03-28,2,4,Fretma,27,38.3,
Lièvre,Méjean,2017-03-28,2,5,Le Pradal,38,29.7,
Lièvre,Méjean,2017-04-10,3,4,Fretma,22,38.3,x
Lièvre,Méjean,2017-04-10,3,5,Le Pradal,28,29.7,x
Lièvre,Méjean,2017-04-11,4,4,Fretma,25,38.3,x
Lièvre,Méjean,2017-04-11,4,5,Le Pradal,38,29.7,x
Lièvre,Mont Aigoual,2016-04-28,1,1,Vébron-Rousses-Bassurels,10,44,
Lièvre,Mont Aigoual,2016-04-28,1,2,Gatuzières-Meyrueis,18,33.8,
Lièvre,Mont Aigoual,2016-04-28,1,3,Meyrueis-Brèze et Béthuzon,11,34.3,
Lièvre,Mont Aigoual,2016-04-29,2,1,Vébron-Rousses-Bassurels,11,44,
Lièvre,Mont Aigoual,2016-04-29,2,2,Gatuzières-Meyrueis,4,33.8,
Lièvre,Mont Aigoual,2016-04-29,2,3,Meyrueis-Brèze et Béthuzon,15,34.3,
Lièvre,Mont Aigoual,2017-04-26,1,2,Gatuzières-Meyrueis,12,33.8,
Lièvre,Mont Aigoual,2017-04-26,1,3,Meyrueis-Brèze et Béthuzon,12,34.3,
Lièvre,Mont Aigoual,2017-04-26,1,4,Aigoual sud,25,40.2,
Lièvre,Mont Aigoual,2017-04-27,2,1,Vébron-Rousses-Bassurels,25,44,
Lièvre,Mont Aigoual,2017-04-27,2,2,Gatuzières-Meyrueis,11,33.8,
Lièvre,Mont Aigoual,2017-04-27,2,3,Meyrueis-Brèze et Béthuzon,14,34.3,
Lièvre,Mont Aigoual,2017-04-27,2,4,Aigoual sud,24,40.2,
Lièvre,Mont Aigoual,2017-05-09,3,1,Vébron-Rousses-Bassurels,15,44,
Lièvre,Mont Aigoual,2017-05-09,3,2,Gatuzières-Meyrueis,8,33.8,
Lièvre,Mont Aigoual,2017-05-09,3,3,Meyrueis-Brèze et Béthuzon,6,34.3,
Lièvre,Mont Aigoual,2017-05-09,3,4,Aigoual sud,25,40.2,
Lièvre,Mont Aigoual,2017-05-10,4,1,Vébron-Rousses-Bassurels,27,44,
Lièvre,Mont Aigoual,2017-05-10,4,2,Gatuzières-Meyrueis,13,33.8,
Lièvre,Mont Aigoual,2017-05-10,4,3,Meyrueis-Brèze et Béthuzon,14,34.3,
Lièvre,Mont Aigoual,2017-05-10,4,4,Aigoual sud,37,40.2,
Lièvre,Mont Aigoual,2018-04-26,1,1,Vébron-Rousses-Bassurels,38,44,
Lièvre,Mont Aigoual,2018-04-26,1,2,Gatuzières-Meyrueis,8,33.8,
Lièvre,Mont Aigoual,2018-04-26,1,3,Meyrueis-Brèze et Béthuzon,8,34.3,
Lièvre,Mont Aigoual,2018-04-26,1,4,Aigoual sud,43,40.2,
Lièvre,Mont Aigoual,2018-04-27,2,1,Vébron-Rousses-Bassurels,17,44,
Lièvre,Mont Aigoual,2018-04-27,2,2,Gatuzières-Meyrueis,10,33.8,
Lièvre,Mont Aigoual,2018-04-27,2,3,Meyrueis-Brèze et Béthuzon,14,34.3,
Lièvre,Mont Aigoual,2018-04-27,2,4,Aigoual sud,35,40.2,
Lièvre,Mont Aigoual,2019-04-17,1,1,Vébron-Rousses-Bassurels,20,44,
Lièvre,Mont Aigoual,2019-04-17,1,2,Gatuzières-Meyrueis,9,33.8,
Lièvre,Mont Aigoual,2019-04-17,1,3,Meyrueis-Brèze et Béthuzon,8,34.3,
Lièvre,Mont Aigoual,2019-04-17,1,4,Aigoual sud,47,40.2,
Lièvre,Mont Aigoual,2019-04-18,2,1,Vébron-Rousses-Bassurels,23,44,
Lièvre,Mont Aigoual,2019-04-18,2,2,Gatuzières-Meyrueis,14,33.8,
Lièvre,Mont Aigoual,2019-04-18,2,4,Aigoual sud,31,40.2,
Lièvre,Mont Aigoual,2019-05-02,3,1,Vébron-Rousses-Bassurels,20,44,
Lièvre,Mont Aigoual,2019-05-02,3,2,Gatuzières-Meyrueis,6,33.8,
Lièvre,Mont Aigoual,2019-05-02,3,3,Meyrueis-Brèze et Béthuzon,11,34.3,
Lièvre,Mont Aigoual,2019-05-02,3,4,Aigoual sud,28,40.2,
Lièvre,Mont Aigoual,2019-05-03,4,1,Vébron-Rousses-Bassurels,17,44,
Lièvre,Mont Aigoual,2019-05-03,4,2,Gatuzières-Meyrueis,13,33.8,
Lièvre,Mont Aigoual,2019-05-03,4,3,Meyrueis-Brèze et Béthuzon,7,34.3,
Lièvre,Mont Aigoual,2019-05-03,4,4,Aigoual sud,17,40.2,
Lièvre,Mont Lozère,2017-05-02,1,1,ML nord,13,35.2,
Lièvre,Mont Lozère,2017-05-02,1,2,ML ouest,20,37.2,
Lièvre,Mont Lozère,2017-05-02,1,3,Laubies,6,28.5,
Lièvre,Mont Lozère,2017-05-02,1,4,ML sud,17,32.4,
Lièvre,Mont Lozère,2017-05-03,2,1,ML nord,8,35.2,
Lièvre,Mont Lozère,2017-05-03,2,2,ML ouest,16,37.2,
Lièvre,Mont Lozère,2017-05-03,2,3,Laubies,6,28.5,
Lièvre,Mont Lozère,2017-05-03,2,4,ML sud,16,32.4,
Lièvre,Mont Lozère,2017-05-16,3,1,ML nord,7,35.2,
Lièvre,Mont Lozère,2017-05-16,3,2,ML ouest,12,37.2,
Lièvre,Mont Lozère,2017-05-16,3,3,Laubies,5,28.5,
Lièvre,Mont Lozère,2017-05-16,3,4,ML sud,15,32.4,
Lièvre,Mont Lozère,2017-05-17,4,1,ML nord,11,35.2,
Lièvre,Mont Lozère,2017-05-17,4,2,ML ouest,5,37.2,
Lièvre,Mont Lozère,2017-05-17,4,3,Laubies,9,28.5,
Lièvre,Mont Lozère,2017-05-17,4,4,ML sud,6,32.4,
Lièvre,Mont Lozère,2018-05-02,1,1,ML nord,16,35.2,
Lièvre,Mont Lozère,2018-05-02,1,2,ML ouest,8,37.2,
Lièvre,Mont Lozère,2018-05-02,1,3,Laubies,14,28.5,
Lièvre,Mont Lozère,2018-05-02,1,4,ML sud,18,32.4,
Lièvre,Mont Lozère,2018-05-03,2,1,ML nord,17,35.2,
Lièvre,Mont Lozère,2018-05-03,2,2,ML ouest,13,37.2,
Lièvre,Mont Lozère,2018-05-03,2,4,ML sud,22,32.4,
Lièvre,Mont Lozère,2019-04-29,1,1,ML nord,11,35.2,
Lièvre,Mont Lozère,2019-04-29,1,2,ML ouest,18,37.2,
Lièvre,Mont Lozère,2019-04-29,1,3,Laubies,7,28.5,
Lièvre,Mont Lozère,2019-04-29,1,4,ML sud,26,32.4,
Lièvre,Mont Lozère,2019-04-30,2,1,ML nord,14,35.2,
Lièvre,Mont Lozère,2019-04-30,2,2,ML ouest,15,37.2,
Lièvre,Mont Lozère,2019-04-30,2,3,Laubies,12,28.5,x
Lièvre,Mont Lozère,2019-04-30,2,4,ML sud,23,32.4,
Lièvre,Mont Lozère,2019-05-13,3,1,ML nord,11,35.2,x
Lièvre,Mont Lozère,2019-05-13,3,2,ML ouest,17,37.2,x
Lièvre,Mont Lozère,2019-05-13,3,3,Laubies,9,28.5,x
Lièvre,Mont Lozère,2019-05-13,3,4,ML sud,15,32.4,x
Lièvre,Mont Lozère,2019-05-14,4,1,ML nord,12,35.2,x
Lièvre,Mont Lozère,2019-05-14,4,2,ML ouest,10,37.2,x
Lièvre,Mont Lozère,2019-05-14,4,3,Laubies,10,28.5,x
Lièvre,Mont Lozère,2019-05-14,4,4,ML sud,11,32.4,x
Lièvre,Méjean,2016-04-01,1,1,Mas St Chély,85,23.4,
Lièvre,Méjean,2016-04-01,1,2,Hures La Parade,47,31,
Lièvre,Méjean,2016-04-01,1,3,St Pierre des Trippiers,71,15,
Lièvre,Méjean,2016-04-01,1,4,Fretma,35,38.3,
Lièvre,Méjean,2016-04-01,1,5,Le Pradal,47,29.7,
Lièvre,Méjean,2015-03-30,1,1,Mas St Chély,101,23.4,
Lièvre,Méjean,2015-03-30,1,2,Hures La Parade,74,31,
Lièvre,Méjean,2015-03-30,1,3,St Pierre des Trippiers,103,15,
Lièvre,Méjean,2015-03-30,1,4,Fretma,61,38.3,
Lièvre,Méjean,2015-03-30,1,5,Le Pradal,70,29.7,
Lièvre,Méjean,2015-03-31,2,1,Mas St Chély,95,23.4,
Lièvre,Méjean,2015-03-31,2,2,Hures La Parade,90,31,
Lièvre,Méjean,2015-03-31,2,3,St Pierre des Trippiers,95,15,
Lièvre,Méjean,2015-03-31,2,4,Fretma,51,38.3,
Lièvre,Méjean,2015-03-31,2,5,Le Pradal,71,29.7,
Lièvre,Méjean,2014-03-24,1,1,Mas St Chély,40,23.4,
Lièvre,Méjean,2014-03-24,1,2,Hures La Parade,66,31,
Lièvre,Méjean,2014-03-24,1,3,St Pierre des Trippiers,62,15,
Lièvre,Méjean,2014-03-24,1,4,Fretma,50,38.3,
Lièvre,Méjean,2014-03-24,1,5,Le Pradal,41,29.7,
Lièvre,Méjean,2014-03-25,2,1,Mas St Chély,66,23.4,
Lièvre,Méjean,2014-03-25,2,2,Hures La Parade,62,31,
Lièvre,Méjean,2014-03-25,2,3,St Pierre des Trippiers,48,15,
Lièvre,Méjean,2014-03-25,2,4,Fretma,57,38.3,
Lièvre,Méjean,2014-03-25,2,5,Le Pradal,63,29.7,
Lièvre,Méjean,2013-03-25,1,1,Mas St Chély,51,23.4,
Lièvre,Méjean,2013-03-25,1,2,Hures La Parade,56,31,
Lièvre,Méjean,2013-03-25,1,3,St Pierre des Trippiers,59,15,
Lièvre,Méjean,2013-03-25,1,4,Fretma,46,38.3,
Lièvre,Méjean,2013-03-25,1,5,Le Pradal,48,29.7,
Lièvre,Méjean,2013-03-26,2,1,Mas St Chély,71,23.4,
Lièvre,Méjean,2013-03-26,2,2,Hures La Parade,46,31,
Lièvre,Méjean,2013-03-26,2,3,St Pierre des Trippiers,58,15,
Lièvre,Méjean,2013-03-26,2,4,Fretma,34,38.3,
Lièvre,Méjean,2013-03-26,2,5,Le Pradal,55,29.7,
Lièvre,Méjean,2012-03-28,1,1,Mas St Chély,68,23.4,
Lièvre,Méjean,2012-03-28,1,2,Hures La Parade,49,31,
Lièvre,Méjean,2012-03-28,1,3,St Pierre des Trippiers,45,15,
Lièvre,Méjean,2012-03-28,1,4,Fretma,40,38.3,
Lièvre,Méjean,2012-03-28,1,5,Le Pradal,30,29.7,
Lièvre,Méjean,2012-03-29,2,1,Mas St Chély,70,23.4,
Lièvre,Méjean,2012-03-29,2,2,Hures La Parade,50,31,
Lièvre,Méjean,2012-03-29,2,3,St Pierre des Trippiers,63,15,
Lièvre,Méjean,2012-03-29,2,4,Fretma,38,38.3,
Lièvre,Méjean,2012-03-29,2,5,Le Pradal,41,29.7,
Lièvre,Méjean,2012-04-04,3,4,Fretma,44,38.3,x
Lièvre,Méjean,2012-04-04,3,5,Le Pradal,47,29.7,x
Lièvre,Méjean,2012-04-05,4,4,Fretma,42,38.3,x
Lièvre,Méjean,2012-04-05,4,5,Le Pradal,35,29.7,x
Lièvre,Vallées cévenoles,2018-05-02,1,1,Bougès,15,33,
Lièvre,Vallées cévenoles,2018-05-03,2,1,Bougès,5,33,
Lièvre,Vallées cévenoles,2018-05-16,3,1,Bougès,5,33,
Lièvre,Vallées cévenoles,2018-05-17,4,1,Bougès,7,33,
Lièvre,Vallées cévenoles,2019-04-29,1,1,Bougès-2,16,32.5,
Lièvre,Vallées cévenoles,2019-04-30,2,1,Bougès-2,11,32.5,
Lièvre,Vallées cévenoles,2019-05-13,3,1,Bougès-2,13,32.5,
Lièvre,Vallées cévenoles,2019-05-14,4,1,Bougès-2,14,32.5,
Renard,Méjean,2019-04-01,1,1,Mas St Chély,15,23.4,
Renard,Méjean,2019-04-01,1,2,Hures La Parade,19,31,
Renard,Méjean,2019-04-01,1,3,St Pierre des Trippiers,5,15,
Renard,Méjean,2019-04-01,1,4,Fretma,11,38.3,
Renard,Méjean,2019-04-01,1,5,Le Pradal,22,29.7,
Renard,Méjean,2019-04-02,2,1,Mas St Chély,16,23.4,
Renard,Méjean,2019-04-02,2,2,Hures La Parade,11,31,
Renard,Méjean,2019-04-02,2,3,St Pierre des Trippiers,5,15,
Renard,Méjean,2019-04-02,2,4,Fretma,16,38.3,
Renard,Méjean,2019-04-02,2,5,Le Pradal,15,29.7,
Renard,Méjean,2019-04-15,3,4,Fretma,24,38.3,x
Renard,Méjean,2019-04-15,3,5,Le Pradal,23,29.7,x
Renard,Méjean,2017-03-27,1,1,Mas St Chély,8,23.4,
Renard,Méjean,2017-03-27,1,2,Hures La Parade,13,31,
Renard,Méjean,2017-03-27,1,3,St Pierre des Trippiers,6,15,
Renard,Méjean,2017-03-27,1,4,Fretma,17,38.3,
Renard,Méjean,2017-03-27,1,5,Le Pradal,12,29.7,
Renard,Méjean,2017-03-28,2,1,Mas St Chély,15,23.4,
Renard,Méjean,2017-03-28,2,2,Hures La Parade,16,31,
Renard,Méjean,2017-03-28,2,3,St Pierre des Trippiers,9,15,
Renard,Méjean,2017-03-28,2,4,Fretma,10,38.3,
Renard,Méjean,2017-03-28,2,5,Le Pradal,8,29.7,
Renard,Méjean,2017-04-10,3,4,Fretma,10,38.3,x
Renard,Méjean,2017-04-10,3,5,Le Pradal,9,29.7,x
Renard,Méjean,2017-04-11,4,4,Fretma,9,38.3,x
Renard,Méjean,2017-04-11,4,5,Le Pradal,12,29.7,x
Renard,Mont Aigoual,2016-04-28,1,1,Vébron-Rousses-Bassurels,6,44,
Renard,Mont Aigoual,2016-04-28,1,2,Gatuzières-Meyrueis,2,33.8,
Renard,Mont Aigoual,2016-04-28,1,3,Meyrueis-Brèze et Béthuzon,4,34.3,
Renard,Mont Aigoual,2016-04-29,2,1,Vébron-Rousses-Bassurels,9,44,
Renard,Mont Aigoual,2016-04-29,2,2,Gatuzières-Meyrueis,6,33.8,
Renard,Mont Aigoual,2016-04-29,2,3,Meyrueis-Brèze et Béthuzon,8,34.3,
Renard,Mont Aigoual,2017-04-26,1,2,Gatuzières-Meyrueis,4,33.8,
Renard,Mont Aigoual,2017-04-26,1,3,Meyrueis-Brèze et Béthuzon,7,34.3,
Renard,Mont Aigoual,2017-04-26,1,4,Aigoual sud,13,40.2,
Renard,Mont Aigoual,2017-04-27,2,1,Vébron-Rousses-Bassurels,3,44,
Renard,Mont Aigoual,2017-04-27,2,2,Gatuzières-Meyrueis,4,33.8,
Renard,Mont Aigoual,2017-04-27,2,3,Meyrueis-Brèze et Béthuzon,7,34.3,
Renard,Mont Aigoual,2017-04-27,2,4,Aigoual sud,17,40.2,
Renard,Mont Aigoual,2017-05-09,3,1,Vébron-Rousses-Bassurels,10,44,
Renard,Mont Aigoual,2017-05-09,3,2,Gatuzières-Meyrueis,3,33.8,
Renard,Mont Aigoual,2017-05-09,3,3,Meyrueis-Brèze et Béthuzon,1,34.3,
Renard,Mont Aigoual,2017-05-09,3,4,Aigoual sud,15,40.2,
Renard,Mont Aigoual,2017-05-10,4,1,Vébron-Rousses-Bassurels,4,44,
Renard,Mont Aigoual,2017-05-10,4,2,Gatuzières-Meyrueis,2,33.8,
Renard,Mont Aigoual,2017-05-10,4,3,Meyrueis-Brèze et Béthuzon,4,34.3,
Renard,Mont Aigoual,2017-05-10,4,4,Aigoual sud,15,40.2,
Renard,Mont Aigoual,2018-04-26,1,1,Vébron-Rousses-Bassurels,22,44,
Renard,Mont Aigoual,2018-04-26,1,2,Gatuzières-Meyrueis,5,33.8,
Renard,Mont Aigoual,2018-04-26,1,3,Meyrueis-Brèze et Béthuzon,9,34.3,
Renard,Mont Aigoual,2018-04-26,1,4,Aigoual sud,19,40.2,
Renard,Mont Aigoual,2018-04-27,2,1,Vébron-Rousses-Bassurels,17,44,
Renard,Mont Aigoual,2018-04-27,2,2,Gatuzières-Meyrueis,7,33.8,
Renard,Mont Aigoual,2018-04-27,2,3,Meyrueis-Brèze et Béthuzon,4,34.3,
Renard,Mont Aigoual,2018-04-27,2,4,Aigoual sud,22,40.2,
Renard,Mont Aigoual,2019-04-17,1,1,Vébron-Rousses-Bassurels,11,44,
Renard,Mont Aigoual,2019-04-17,1,2,Gatuzières-Meyrueis,9,33.8,
Renard,Mont Aigoual,2019-04-17,1,3,Meyrueis-Brèze et Béthuzon,4,34.3,
Renard,Mont Aigoual,2019-04-17,1,4,Aigoual sud,21,40.2,
Renard,Mont Aigoual,2019-04-18,2,1,Vébron-Rousses-Bassurels,8,44,
Renard,Mont Aigoual,2019-04-18,2,2,Gatuzières-Meyrueis,4,33.8,
Renard,Mont Aigoual,2019-04-18,2,4,Aigoual sud,23,40.2,
Renard,Mont Aigoual,2019-05-02,3,1,Vébron-Rousses-Bassurels,13,44,
Renard,Mont Aigoual,2019-05-02,3,2,Gatuzières-Meyrueis,4,33.8,
Renard,Mont Aigoual,2019-05-02,3,3,Meyrueis-Brèze et Béthuzon,6,34.3,
Renard,Mont Aigoual,2019-05-02,3,4,Aigoual sud,17,40.2,
Renard,Mont Aigoual,2019-05-03,4,1,Vébron-Rousses-Bassurels,6,44,
Renard,Mont Aigoual,2019-05-03,4,2,Gatuzières-Meyrueis,6,33.8,
Renard,Mont Aigoual,2019-05-03,4,3,Meyrueis-Brèze et Béthuzon,8,34.3,
Renard,Mont Aigoual,2019-05-03,4,4,Aigoual sud,26,40.2,
Renard,Mont Lozère,2017-05-02,1,1,ML nord,7,35.2,
Renard,Mont Lozère,2017-05-02,1,2,ML ouest,5,37.2,
Renard,Mont Lozère,2017-05-02,1,3,Laubies,23,28.5,
Renard,Mont Lozère,2017-05-02,1,4,ML sud,9,32.4,
Renard,Mont Lozère,2017-05-03,2,1,ML nord,5,35.2,
Renard,Mont Lozère,2017-05-03,2,2,ML ouest,7,37.2,
Renard,Mont Lozère,2017-05-03,2,3,Laubies,21,28.5,
Renard,Mont Lozère,2017-05-03,2,4,ML sud,10,32.4,
Renard,Mont Lozère,2017-05-16,3,1,ML nord,8,35.2,
Renard,Mont Lozère,2017-05-16,3,2,ML ouest,2,37.2,
Renard,Mont Lozère,2017-05-16,3,3,Laubies,29,28.5,
Renard,Mont Lozère,2017-05-16,3,4,ML sud,11,32.4,
Renard,Mont Lozère,2017-05-17,4,1,ML nord,4,35.2,
Renard,Mont Lozère,2017-05-17,4,2,ML ouest,5,37.2,
Renard,Mont Lozère,2017-05-17,4,3,Laubies,26,28.5,
Renard,Mont Lozère,2017-05-17,4,4,ML sud,7,32.4,
Renard,Mont Lozère,2018-05-02,1,1,ML nord,21,35.2,
Renard,Mont Lozère,2018-05-02,1,2,ML ouest,9,37.2,
Renard,Mont Lozère,2018-05-02,1,3,Laubies,38,28.5,
Renard,Mont Lozère,2018-05-02,1,4,ML sud,18,32.4,
Renard,Mont Lozère,2018-05-03,2,1,ML nord,22,35.2,
Renard,Mont Lozère,2018-05-03,2,2,ML ouest,10,37.2,
Renard,Mont Lozère,2018-05-03,2,4,ML sud,22,32.4,
Renard,Mont Lozère,2019-04-29,1,1,ML nord,7,35.2,
Renard,Mont Lozère,2019-04-29,1,2,ML ouest,11,37.2,
Renard,Mont Lozère,2019-04-29,1,3,Laubies,9,28.5,
Renard,Mont Lozère,2019-04-29,1,4,ML sud,12,32.4,
Renard,Mont Lozère,2019-04-30,2,1,ML nord,15,35.2,
Renard,Mont Lozère,2019-04-30,2,2,ML ouest,6,37.2,
Renard,Mont Lozère,2019-04-30,2,3,Laubies,21,28.5,x
Renard,Mont Lozère,2019-04-30,2,4,ML sud,21,32.4,
Renard,Mont Lozère,2019-05-13,3,1,ML nord,10,35.2,x
Renard,Mont Lozère,2019-05-13,3,2,ML ouest,18,37.2,x
Renard,Mont Lozère,2019-05-13,3,3,Laubies,13,28.5,x
Renard,Mont Lozère,2019-05-13,3,4,ML sud,12,32.4,x
Renard,Mont Lozère,2019-05-14,4,1,ML nord,13,35.2,x
Renard,Mont Lozère,2019-05-14,4,2,ML ouest,9,37.2,x
Renard,Mont Lozère,2019-05-14,4,3,Laubies,14,28.5,x
Renard,Mont Lozère,2019-05-14,4,4,ML sud,9,32.4,x
Renard,Méjean,2016-04-01,1,1,Mas St Chély,12,23.4,
Renard,Méjean,2016-04-01,1,2,Hures La Parade,14,31,
Renard,Méjean,2016-04-01,1,3,St Pierre des Trippiers,7,15,
Renard,Méjean,2016-04-01,1,4,Fretma,4,38.3,
Renard,Méjean,2016-04-01,1,5,Le Pradal,8,29.7,
Renard,Méjean,2015-03-30,1,1,Mas St Chély,14,23.4,
Renard,Méjean,2015-03-30,1,2,Hures La Parade,10,31,
Renard,Méjean,2015-03-30,1,3,St Pierre des Trippiers,5,15,
Renard,Méjean,2015-03-30,1,4,Fretma,11,38.3,
Renard,Méjean,2015-03-30,1,5,Le Pradal,5,29.7,
Renard,Méjean,2015-03-31,2,1,Mas St Chély,12,23.4,
Renard,Méjean,2015-03-31,2,2,Hures La Parade,5,31,
Renard,Méjean,2015-03-31,2,3,St Pierre des Trippiers,4,15,
Renard,Méjean,2015-03-31,2,4,Fretma,16,38.3,
Renard,Méjean,2015-03-31,2,5,Le Pradal,9,29.7,
Renard,Méjean,2014-03-24,1,1,Mas St Chély,15,23.4,
Renard,Méjean,2014-03-24,1,2,Hures La Parade,8,31,
Renard,Méjean,2014-03-24,1,3,St Pierre des Trippiers,4,15,
Renard,Méjean,2014-03-24,1,4,Fretma,16,38.3,
Renard,Méjean,2014-03-24,1,5,Le Pradal,13,29.7,
Renard,Méjean,2014-03-25,2,1,Mas St Chély,10,23.4,
Renard,Méjean,2014-03-25,2,2,Hures La Parade,14,31,
Renard,Méjean,2014-03-25,2,3,St Pierre des Trippiers,1,15,
Renard,Méjean,2014-03-25,2,4,Fretma,8,38.3,
Renard,Méjean,2014-03-25,2,5,Le Pradal,16,29.7,
Renard,Méjean,2013-03-25,1,1,Mas St Chély,8,23.4,
Renard,Méjean,2013-03-25,1,2,Hures La Parade,7,31,
Renard,Méjean,2013-03-25,1,3,St Pierre des Trippiers,3,15,
Renard,Méjean,2013-03-25,1,4,Fretma,14,38.3,
Renard,Méjean,2013-03-25,1,5,Le Pradal,4,29.7,
Renard,Méjean,2013-03-26,2,1,Mas St Chély,9,23.4,
Renard,Méjean,2013-03-26,2,2,Hures La Parade,6,31,
Renard,Méjean,2013-03-26,2,3,St Pierre des Trippiers,4,15,
Renard,Méjean,2013-03-26,2,4,Fretma,7,38.3,
Renard,Méjean,2013-03-26,2,5,Le Pradal,5,29.7,
Renard,Méjean,2012-03-28,1,1,Mas St Chély,7,23.4,
Renard,Méjean,2012-03-28,1,2,Hures La Parade,16,31,
Renard,Méjean,2012-03-28,1,3,St Pierre des Trippiers,8,15,
Renard,Méjean,2012-03-28,1,4,Fretma,21,38.3,
Renard,Méjean,2012-03-28,1,5,Le Pradal,15,29.7,
Renard,Méjean,2012-03-29,2,1,Mas St Chély,8,23.4,
Renard,Méjean,2012-03-29,2,2,Hures La Parade,17,31,
Renard,Méjean,2012-03-29,2,3,St Pierre des Trippiers,2,15,
Renard,Méjean,2012-03-29,2,4,Fretma,12,38.3,
Renard,Méjean,2012-03-29,2,5,Le Pradal,5,29.7,
Renard,Méjean,2012-04-04,3,4,Fretma,7,38.3,x
Renard,Méjean,2012-04-04,3,5,Le Pradal,5,29.7,x
Renard,Méjean,2012-04-05,4,4,Fretma,7,38.3,x
Renard,Méjean,2012-04-05,4,5,Le Pradal,10,29.7,x
Renard,Vallées cévenoles,2018-05-02,1,1,Bougès,3,33,
Renard,Vallées cévenoles,2018-05-03,2,1,Bougès,5,33,
Renard,Vallées cévenoles,2018-05-16,3,1,Bougès,1,33,
Renard,Vallées cévenoles,2018-05-17,4,1,Bougès,8,33,
Renard,Vallées cévenoles,2019-04-29,1,1,Bougès-2,2,32.5,
Renard,Vallées cévenoles,2019-04-30,2,1,Bougès-2,8,32.5,
Renard,Vallées cévenoles,2019-05-13,3,1,Bougès-2,11,32.5,
Renard,Vallées cévenoles,2019-05-14,4,1,Bougès-2,5,32.5,
